index,section_id,direction,point_time,traffic_flow_total,avg_speed_car,time_calc,if_next_time,hour_minutes_sin,hour_minutes_cos
1387508,G1001-6,下行,2021-01-01 00:15:00,67,100,20210101001500,1,0.0196336924606283,0.9998072404820648
2165403,G1001-6,下行,2021-01-01 00:30:00,85,99,20210101003000,1,0.03925981575906861,0.9992290362407229
7387330,G1001-6,下行,2021-01-01 00:45:00,53,104,20210101004500,1,0.05887080365118903,0.9982656101847159
3342818,G1001-6,下行,2021-01-01 01:00:00,53,101,20210101010000,1,0.1305261922200516,0.9914448613738104
811942,G1001-6,下行,2021-01-01 01:15:00,52,101,20210101011500,1,0.149966755554045,0.9886910398241674
7388962,G1001-6,下行,2021-01-01 01:30:00,60,102,20210101013000,1,0.16934950384902459,0.9855560590580777
8151923,G1001-6,下行,2021-01-01 01:45:00,40,99,20210101014500,1,0.18866696468655522,0.9820411276703039
914028,G1001-6,下行,2021-01-01 02:00:00,45,94,20210101020000,1,0.2588190451025208,0.9659258262890683
8161778,G1001-6,下行,2021-01-01 02:15:00,41,98,20210101021500,1,0.2777338458812922,0.9606580613579353
5702691,G1001-6,下行,2021-01-01 02:30:00,61,108,20210101023000,1,0.296541574975571,0.9550199444571866
6319666,G1001-6,下行,2021-01-01 02:45:00,64,86,20210101024500,1,0.31523498164776964,0.949013649188214
808323,G1001-6,下行,2021-01-01 03:00:00,40,105,20210101030000,1,0.3826834323650898,0.9238795325112867
3306214,G1001-6,下行,2021-01-01 03:15:00,32,99,20210101031500,1,0.40074883310314097,0.916187957117136
1241421,G1001-6,下行,2021-01-01 03:30:00,30,98,20210101033000,1,0.418659737537428,0.9081431738250814
6318926,G1001-6,下行,2021-01-01 03:45:00,54,100,20210101034500,1,0.43640924067334214,0.8997482840522214
4412238,G1001-6,下行,2021-01-01 04:00:00,57,89,20210101040000,1,0.5,0.8660254037844386
4093122,G1001-6,下行,2021-01-01 04:15:00,55,95,20210101041500,1,0.5169068966820275,0.8560416229147715
1324922,G1001-6,下行,2021-01-01 04:30:00,59,94,20210101043000,1,0.5336145159156115,0.8457278217039733
8215332,G1001-6,下行,2021-01-01 04:45:00,41,100,20210101044500,1,0.5501164165954933,0.8350879763187431
